SeqNo,RepoName,WflowName,Properties_file,Actionname,SH_QL_file,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,Arg8,Arg9,Arg10,Arg11,Arg12,Arg13,Arg14,Arg15,Arg16,Arg17,Arg18,Arg19,Arg20,Arg21,Arg22,Arg23,Arg24,Arg25,Arg26,Arg27,Arg28,Arg29,Arg30,Arg31,Arg32,Arg33,Arg34,Arg35,Argname1,Argvalue1,Argname2,Argvalue2,Argname3,Argvalue3,Argname4,Argvalue4,Argname5,Argvalue5,Argname6,Argvalue6,Argname7,Argvalue7,Argname8,Argvalue8,Argname9,Argvalue9,Argname10,Argvalue10,Argname11,Argvalue11,Argname12,Argvalue12,Argname13,Argvalue13,Argname14,Argvalue14,Argname15,Argvalue15,Pname1,Pvalue1,Pname2,Pvalue2,Pname3,Pvalue3,Pname4,Pvalue4,Pname5,Pvalue5,Pname6,Pvalue6,Pname7,Pvalue7,Pname8,Pvalue8,Pname9,Pvalue9,Pname10,Pvalue10,Pname11,Pvalue11,Pname12,Pvalue12,Pname13,Pvalue13,Pname14,Pvalue14,Pname15,Pvalue15,Pname16,Pvalue16,Pname17,Pvalue17,Pname18,Pvalue18,Pname19,Pvalue19,Pname20,Pvalue20,Pname21,Pvalue21,Pname22,Pvalue22,Pname23,Pvalue23,Pname24,Pvalue24,Pname25,Pvalue25,Pname26,Pvalue26,Pname27,Pvalue27,Pname28,Pvalue28,Pname29,Pvalue29,Pname30,Pvalue30,File1,File2,File3,File4,File5,File6,File7,File8,File9,File10,
136,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un1_TempTable,${path_hdfs_project}/select_un1_temp_overwrite.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un2_TempTable,${path_hdfs_project}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un1_TempTable_PRS,${path_hdfs_project}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},raw_table,${raw_k2_prs_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un2_TempTable_PRS,${path_hdfs_project}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},raw_table,${raw_k2_prs_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un1_TempTable_PSU,${path_hdfs_project}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},raw_table,${raw_k2_psu_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un2_TempTable_PSU,${path_hdfs_project}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},raw_table,${raw_k2_psu_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un1_TempTable_PSA,${path_hdfs_project}/select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},raw_table,${raw_k2_psa_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un2_TempTable_PSA,${path_hdfs_project}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},raw_table,${raw_k2_psa_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un3_TempTable,${path_hdfs_project}/select_un3_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un4_TempTable,${path_hdfs_project}/select_un4_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Select_Un5_TempTable,${path_hdfs_project}/select_un5_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,LoadH2T_Staging_DailyLoad,runH2T.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${current_date},${lkb_days},${history_load},${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2T.sh,${path_hdfs_project}/H2Ttransform.py,${kerberos_keytab_file},,,,,,,,
148,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_New_Partition_Status_From_Master_Daily,${path_hdfs_project}/DeleteNewPartitionStatusFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Unknown_Data_From_Master_Daily,${path_hdfs_project}/DeleteOldUnknownDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},vin_meta_table,${vin_meta_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Null_Data_From_Master_Daily,${path_hdfs_project}/DeleteOldNullDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_NA_USA_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_na_usa_table},stg_table,${stg_table},region,'NA',country,'USA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_NA_Non_USA_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_na_non_usa_table},stg_table,${stg_table},region,'NA',country,'Non_USA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_EU_GBR_FRA_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_eu_gbr_fra_table},stg_table,${stg_table},region,'EU',country,'GBR_FRA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_EU_Non_GBR_FRA_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_eu_non_gbr_fra_table},stg_table,${stg_table},region,'EU',country,'Non_GBR_FRA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_AP_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_ap_table},stg_table,${stg_table},region,'AP',country,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_RW_Master,${path_hdfs_project}/loadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_rw_table},stg_table,${stg_table},region,'RW',country,'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Capture_Success_reccalc,${path_hdfs_project}/success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},reccalc_file_type,${reccalc_file_type},mstr_na_usa_table,${mstr_na_usa_table},mstr_na_non_usa_table,${mstr_na_non_usa_table},mstr_eu_gbr_fra_table,${mstr_eu_gbr_fra_table},mstr_eu_non_gbr_fra_table,${mstr_eu_non_gbr_fra_table},mstr_ap_table,${mstr_ap_table},mstr_rw_table,${mstr_rw_table},stg_table,${stg_table},reccalc_table,${reccalc_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,PJ1_Select_Un1_TempTable_DailyLoad,${path_hdfs_project}/pj1_select_un1_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},pj1_k2_table,${pj1_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,PJ1_Select_Un2_TempTable,${path_hdfs_project}/pj1_select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},pj1_k2_table,${pj1_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,PJ1_Select_Un3_TempTable,${path_hdfs_project}/pj1_select_un3_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,PJ1_Select_Un4_TempTable,${path_hdfs_project}/pj1_select_un4_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,PJ1_Select_Un5_TempTable,${path_hdfs_project}/pj1_select_un5_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},db_name,${hive_database_name},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,LoadH2TPJ1_Staging_DailyLoad,runH2TPJ1.sh,${spark_master},${spark_deploy_mode},${spark_max_executors},${spark_driver_memory},${spark_executor_memory},${spark_executor_cores},${output},${hive_database_name},${kerberos_keytab_filename},${kerberos_principal},${current_user},${lkb_days},${history_load},${temp_stg_table},${current_date},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_hdfs_project}/runH2TPJ1.sh,${path_hdfs_project}/H2TPJ1transform.py,${kerberos_keytab_file},,,,,,,,
164,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_New_Partition_Status_From_Master_DailyPJ1,${path_hdfs_project}/PJ1DeleteNewPartitionStatusFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Unknown_Data_From_Master_DailyPJ1,${path_hdfs_project}/PJ1DeleteOldUnknownDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},vin_meta_table,${vin_meta_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Delete_Old_Null_Data_From_Master_DailyPJ1,${path_hdfs_project}/PJ1DeleteOldNullDataFromMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Load_To_Master_PJ1,${path_hdfs_project}/PJ1LoadToMaster.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},mstr_table,${mstr_table},stg_table,${stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Capture_Success_reccalc_PJ1,${path_hdfs_project}/pj1_success_reccalc.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_user,${kerberos_user_name},workflowId,${wf:id()},workflowName,${workflow},reccalc_file_type,${reccalc_file_type},mstr_table,${mstr_table},stg_table,${stg_table},reccalc_table,${reccalc_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Capture_Failure_reccalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccalcClass,${reccalc_calculator_class},fileType,${reccalc_file_type},workflowId,${wf:id()},workflowName,${workflow},userName,${current_user},workflowFailure,True,failedStep,${wf:lastErrorNode()},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,${path_custom_jar_lib}/prg1Common.jar,${path_custom_jar_lib}/lib/itcore.jar,${environment_hdfs_folder}/Workflow/KEYS/prg1_jaas.conf,${kerberos_keytab_file},,,,,,,
170,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummary.properties,Failure_Notification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,LoadH2T_DailyLoad,${path_hdfs_project}/repair_stage_table.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},temp_stg_table,${temp_stg_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un1_TempTable,${path_hdfs_project}/select_un1_temp_overwrite.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,repo,LoadH2TConsentSummary,f1/f2/repo/Workflows/LoadH2TConsentSummary/Properties/DEV/prg1dataprogRepository_LoadH2TConsentSummaryPJ1.properties,Select_Un2_TempTable,${path_hdfs_project}/select_un2_temp.ql,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db_name,${hive_database_name},current_date,${current_date},lkb_days,${lkb_days},history_load,${history_load},temp_stg_table,${temp_stg_table},vin_meta_table,${vin_meta_table},J9D_table,${J9D_table},raw_table,${raw_k2_table},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
